Emotion,Text
sadness,할아버지가 돌아가 셨을 때 저는 매우 슬펐습니다. 하지만 우리 가족들은 특별한 감정이 없었고 그가 이미 80 세라고 말했습니다. 
joy,좋은 아이디어야 . 플로리다 관광객들에게 최고의 계절입니다. 거기에서 좋은 선탠을 얻을 수도 있습니다. 
sadness,나는 비관적이지 않다. 나는 현실적이다. 내 케미가 너무 나빠. 
fear,학교에서 시험 결과를 받기 전에는 열심히 일했고 성공하지 못할 까봐 걱정이되었습니다. 
fear,내일은 크리스마스이고 엄마는 아무것도 사지 않았어요! 나는 정말 나쁜 아들이야! 
anger,내 사랑스러운 여자 친구가 나를 두 번 교차시켜 다른 남자와 이야기를 나누는 것을 발견했습니다. 
sadness,정말 미안 해요. MP4를 잘못 놓은 것 같습니다. 
anger,멈춰! 경찰! 손을 머리 위로 올려! 
joy,남자 친구가 결혼을 제안했을 때 기쁨을 느꼈습니다. 
fear,어떤 나이에 상식으로 알려진이 개념을 얻습니까? 
fear,내 첫 남자 친구가 내가 그를 많이 사랑하면서 나를 충분히 사랑하지 않아 우리 관계를 끝내겠다고 위협했을 때 나는 두려웠다. 
anger,"내가 자주 오해하는 내 속성 중 일부에 대해 비난을 받았을 때, 특히 하나가 매우 솔직 할 때. "
anger,룸메이트에 의해 침대 시트 (부모님의 선물)가 손상되었습니다. 
fear,내가 검토해볼 께 . 우와! 나에게서 도망 ! 
anger,부당하게 시험에 실패했을 때. 
fear,하루 종일 Gshore series1을 보았습니다 ... 
joy,"Dear Lord, 그는 어리 석을 수 있다고 Scarlet은 생각했다. 그녀는 Camille이 황소가 맹목적으로 그의 옆구리를 돌린 투우사에게 놀란 만족감으로 반응하는 것을 보았습니다. "
anger,여기서 나가 ! 
joy,시골을 산책하면서 너무 편안 해요. 공기는 너무 신선하고 깨끗합니다. 
anger,내 의견을 존중하지 않는 사람들. 
sadness,내 가장 친한 친구를 볼 수 없다는 사실에 다소 실망 스러워요. 
anger,어떻게 감히 이렇게 나에게 말을 해. 
joy,언니가 딸을 낳았을 때. 그녀는 19 년의 남자 아기 이후 처음으로 가족의 소녀였습니다. 
neutral,나도 그래 . 
fear,@ndamukong_suh가 가장 좋아하는 일을 빼앗는 것보다 더 나쁜 것은 없습니다 ... 일요일에 쿼터백을 착용하십시오. # 라이온스 
sadness,가까운 지인의 질병과 그에 따른 죽음. 슬픔에는 무력감이 수반되었습니다 (죄책감으로 묘사 된 상황에서도 슬픔을 경험했습니다). 
joy,나와 내 친구가 첫 번째 전화에서 면허를받을 것이라는 사실을 알았을 때. 이 감정은 큰 안도를 동반했습니다. 1 년간의 희생과 극도의 징계의 대관식이었습니다. 
fear,"그리고 .... 생각해보세요. 당신의 믿음에 따라, 당신의 육체를 잃어도 당신의 #LIFE도 잃지 않습니다. #LIFE #UseITdontUseIT "
anger,내가 공개 결혼식에있을 때 바지 지퍼가 열려 있었다. 
joy,시험에 불합격 한 줄 알았는데 마크에 대해 알게되자 합격 한 것을 알았습니다. 
sadness,내 드라이브는 오늘 끔찍했습니다. 나는 공을 러프와 모래 함정에 계속 썰었다. 
anger,저는 여기에 3 년 동안 있었는데 그동안 인상을받지 못했습니다. 제 일이 마음에 든다면 제 급여에 반영되어야하지만 그렇지 않다고 생각합니다. 
fear,새들은 초가 지붕에 둥지를 틀었고 밤에 침실에서 날아 다니며 날개를 퍼덕였습니다. 매우 어두워서 코도 보이지 않았습니다. 어머니가 그렇게 말씀하시기 전까지는 새인 줄 몰랐습니다. 
anger,"사실, 이제 당신이 그것에 대해 언급하게되었는데, 나는 그녀와 약간 오줌을 질렀습니다. "
anger,언니가 시험에 합격하지 못했다는 소식을 듣고 화를 냈습니다. 
anger,당신은 주전자를 검은 색이라고 부르지 않습니까? 지금 내 바지 입고있어! 
neutral,치즈 ... 
fear,올해 대학에서 첫 번째 튜토리얼에서 자신을 소개합니다. 
sadness,우리 할아버지의 장례식. 
anger,그것은 편리 할 것입니다. 그들은 그에게 전기 배선을 고쳐달라고 요청할 수도 있습니다. 회로 차단기는 항상 꺼집니다. 정말 짜증나 네요! 
fear,그녀가이 차선을 마지막으로 걸었을 때 그녀는 수잔에 대해 너무 걱정해서 많이 알아 차리지 못했습니다. 
anger,내 룸메이트가 비디오 테이프를보고 내가 뉴스를 보지 못하게 할 때. 첫 번째 느낌은 내가 부당한 대우를 받고 분노를 느꼈다는 것입니다. 
sadness,내 상처가 차에 치였습니다. 오랫동안 수색 한 끝에 연석에 누워있는 그녀를 발견했습니다. 나는 운전자에게 다소 충격을 받고 화가났다. 
neutral,나는 당신을 믿지 않습니다. 
sadness,"그녀가 의심했던 것처럼, 엘리자베스가 그 음산한 마을의 톱뼈 때문에 비참했다면, 그녀의 시누이 때문인 척하는 것은 그녀에게 부정직하고 불가능한 일이었습니다. "
sadness,"네, 저는지도에서 정말 약했고 고등학교에서 잘 못했어요. "
sadness,내 개가 죽었을 때. 
sadness,모든 끝났어 . 나는 파산했습니다. 
neutral,은행에서 대출을받을 수 있습니다. LPF 프로그램은 참가자의 주택 구입을위한 저비용 대출을 제공합니다. 
sadness,정말 죄송합니다. 나는 당신이 그렇게 신경 쓰지 않을 것이라고 생각했습니다. 
joy,동물을 좋아하고 동물 관리 기술이 있습니까? 
anger,"나는 Dana에게 더 이상 도시의 분위기, 우익 괴롭힘, Falangists, 대부분 지루하고 분개 한 학생들을 가르치는 끔찍한 일을 견딜 수 없다고 말했습니다. "
anger,"`당신 친구 빌리와 그의 동료 특공대가 말이 꽂힌 후 여기에서 자신을 발견하기 위해 약간 오줌을 쌌다 고 생각합니다. "" "
fear,그때 저는 10 번째 표준에 있었고 제 고향으로갔습니다. 막차가 이미 떠났기 때문에 걷기 시작했고 얼마 안있어 어두워졌습니다. 그 길은 마을의 길이고 황량한 길이었고 그것이 올바른 길인지 확신 할 수 없었습니다. 마침내 오후 10시에 집에 도착했습니다. 
anger,친구들이 오해했다. 
fear,"아서스 패스의 가파른 쪽에서 진눈깨비 폭풍, 빙판 길, 한쪽으로 깎아 지른듯한 틈새, 다른 쪽을 향한 깎아 지른듯한 얼굴 사이를 여행하는 차량의 승객. "
neutral,"그가 당신을 돕겠다 고 약속했다면, 그가 도울 것이라고 확신합니다. 그는 그의 말의 사람입니다. "
anger,별이 교차해야 할 이유가 정말 없었습니다. 
joy,"와, 재미있을 것 같네요. "
sadness,한 반 친구가 교통 사고로 혼수 상태에 빠져 두 달 만에 사망했습니다. 
neutral,자이언츠? 
joy,네가 옳아 . 
neutral,안녕 마크. 
anger,`너무 오래 걸린다는 분노가 있어요. 
sadness,나는 기분이 좋을 때 남자 친구와 전화로 이야기했고 그에게 할 말이 많았습니다. 나는이 대화를 고대하고 있었고 그는 내가 예상했던만큼 내 말을 듣지 않았다. 
joy,"생화학 시험을 보려고 앉아 있었는데, 보충 시험이라 너무 신이 났어요. 시험에 합격했고 자신감이 회복되어 기뻤습니다. "
sadness,오. 안녕하세요 Matt. 어제 스노 보드를 탔는데 온몸이 아파요. 
sadness,엄마의 죽음. 
fear,12 살 때 저는 항상 남동생을 돌봐야했습니다. 나는 항상 우리 집에 몰래 들어오는 오싹한 남자들을 상상했다. 
sadness,내 조카가 수막염으로 병원에 갔을 때 우리는 무슨 일이 일어날 지 몰랐습니다. 
anger,아내가 냉장고가 작동을 멈췄다 고 말했을 때. 
sadness,"친구, 가족 및 관련 남성과 논의한 후 임신 종료를 결정해야합니다. "
joy,춤을 언제 배웠습니까? 
anger,그거 알아? 당신과 나는 계획이 없었기 때문에 Mark와 계획을 세웠습니다. 뭐가 문제 야 ? 
fear,다시 튜토리얼! 의자에 앉아 주위의 동료 학생들을 바라 보자 두려운 느낌이 들었습니다. 나는 그들이 나에게 몇 가지 질문을하거나 내가 제시 한 아이디어에 도전 할까봐 정말 무서웠다. 
neutral,예 . 
sadness,"방금 해고당했습니다. 끔찍한 사업, 알다시피. "
anger,"이것은 종종 유족이 인정하기가 가장 어렵다고 느끼는 감정, 즉 세상을 홀로 대면하도록 내 버려둔 죽은 사람에 대한 분노입니다. "
anger,"입 닥쳐 . 당신은 말다툼을 찾는 것이 아니라, 재산을 만드는 방법을 생각해야합니다. "
anger,벽돌이야! 내가 얼마나 어리 석 었는지 믿을 수 없다. 젠장! 
fear,내가 임신 한 소녀가 병원에 있다는 것을 알았을 때 임신 책임을 거부하고 자살을 원했기 때문에 죽을 직전이었다. 
fear,내 친구가 아이를 낳았습니다. 매우 위험한 배송. 나는 그녀와 아기를 두려워했습니다. 
anger,뭐 ! 나는 그것을 원망한다! 
fear,우리는 산에서 캠핑을했고 친구와 함께 산책하러갔습니다. 점점 더 어두워지고 있었고 우리는 올바른 방법을 확신하지 못했습니다. 
sadness,할아버지가 돌아가셨어요. 그는 자기 자신을 잘 돌보지 않는 거의 은둔자처럼 살았습니다. 아빠와 우리 모두는 우리가 할 수있는 한 많이 도왔지만 그 자신으로부터 그를 구하지는 못했습니다. 예상치 못한 죽음이었습니다. 그의 두 번째 사실상 아내는 그녀가 감옥에 오지 않은 것은 운이 좋았습니다. 
fear,보건부는 치과 의사들 사이의 불안 함을 알고 있습니다. 
sadness,Sheila Williams는 비참함을 느꼈습니다. 
neutral,나는 할 것이다 . 
fear,첫 번째 다리에서와 같이 천재가없는 CSKA는 릴의 법칙을 따릅니다. 마지막 순간까지? #LDC #LOSC 
fear,처음으로 죽음의 의미를 깨달았을 때. 
sadness,죄송합니다 . 나는 몰랐다. 
anger,나는 누군가가 나를 속이거나 그의 거짓말을 능숙하게 숨기려고하면 항상 화가납니다. 
neutral,그는 누구입니까? 
fear,양극성이되는 것을 정말 두려워하고 자르는 것보다 자해의 문제가 더 많습니다… : '( 
neutral,어째서? 
joy,자격증 시험에서 좋은 결과를 얻었을 때. 
joy,기네스는 특히 직원들이 매칭 기부 제도를 통해 이러한 프로그램에 참여할 수 있다는 점을 기쁘게 생각합니다. 
neutral,그거 안돼. 
joy,"아직까지 '저자, 작가'의 황홀한 외침으로 환영받은 연설은 없었습니다. 아마도 Denis Healey가 거기에 없기 때문일 것입니다. "
anger,왜 전화하지 않았어? 나는 SMS 메시지를 보내는 것이 싫다. 
neutral,그렇다면 Stars.com 마감일을 정하고 다음 주에 우리를 가동 시키시겠습니까? 
neutral,실례합니다. 운전대 근처의 화면은 무엇입니까? 
fear,"그게 내가 당신의보고를 두려워하지 않는 이유입니다. "" "
joy,기술적 인 실수가 계속 발생하더라도 Lise를위한 솔로 동안 그의 기쁨은 처음으로 분명해집니다. 
anger,"그래서 그는 그가 누구라고 생각합니까, 어쨌든, 나는 내 상사가 최근에 모든 사람을 주문하는 방식을 믿을 수 없습니다. 내 말은, 지금은 그가 CEO 같은 것입니다. "
fear,"두려움-마비-내가 도덕적으로 파산했기 때문에 내가 거기에 있다고 믿었던 신에게 받아 들여지지 않을 것이라는 두려움-마비-(그리스도인이되기 전, 그것이 그리스도가 우리를 죄에서 해방시키고 용서하기 위해 오신 이유임을 깨닫기 전) . "" "
fear,TV 스탠드에서 보았다. # 부끄러운 냄새가났다. 그년이 내가 입고 있다고 생각한다면 ... 
anger,다른 사람들이 나를 실망시킬 때 합의를 지키지 마십시오. 
neutral,일기 예보관의 예측이 정확하다면 내일 비가 올 것입니다. 
fear,우리가 알고있는 가치와 근원은 하나님 께서 #Lord Job 28 #RCCAtlBible에 대해 알고 계십니다. 
neutral,영화관은 주말에 항상 너무 붐빈다. 나는 주중에 영화를 보는 것을 좋아합니다. 
joy,사실 그들은 내 생일에 아기가 올 것으로 기대하고 있습니다. 
neutral,그거 어땠어 ? 
neutral,들러도 될까요? 
anger,왜 그는 그것들을 써내려했을까요? 집주인은 심하게 짜증을 내고 모욕을 당했다. 
sadness,나는 기독교인이지만 삶에서 어떤 의미도 찾을 수 없습니다. 속이는 것 같지만 탈출구를 찾을 수 없습니다. 
joy,군 복무를 마친 날. 
neutral,삼 일 . 
joy,로버트 스티븐슨 (John)이 그주의 지연 후 그를 만났을 때 릴의 승리 (Triumph of Rhyll) 이야기에 즐거워했습니다. 
sadness,죄송 해요 . 우리는 여전히 간다. 31 일에 우리 모두를 위해 예약을 받았습니다. 괜찮을 거에요 . 날 믿어 . 
neutral,알아 . 우유에 3 달러. 
neutral,왜 안돼? 
joy,"예, Deborah와 저는 Woodlawn에 새 집을 살 것입니다. "
anger,내 친구가 나와 함께 영화관에 오겠다고 약속했지만 오지 않았다. 
fear,어렸을 때 나는 큰 개를 두려워했습니다. 어느 날 집에 돌아 왔을 때 큰 개가 우리 문 앞에 누워있었습니다. 너무 무서워서 감히 문에 들어 가지 못하고 누군가 지나갈 때까지 기다렸습니다. 
fear,"모딜리 아니는 모델을 찾기가 어려웠 기 때문에 괴로웠 고, 모델이 발견되었을 때 그는 실망 할까 봐 긴장된 상태에서 기다렸습니다. "
neutral,꿀 ... 
neutral,나는 긍정적이다 . 
joy,나는 나와 사랑에 빠진 사람과 사랑에 빠졌다. 1 주일 동안 잠도 잘 못 먹고 밥도 먹지 못해 너무 기뻤습니다. 
fear,"@DrAttai 암 진단을 가볍게, 너무 많이받을 수있는 사람을 많이 모른다 # 불확실성 # 불안 #bcsm "
anger,나는 나를 잘 아는 사람에게서 럼주 한 병을 훔쳤다. 그가 500 실링을 내지 않으면 경찰에 신고하겠다고 위협했습니다. 
fear,어머니가 심하게 아파서 병원에 입원해야했을 때. 
